ESTACION;FECHA;HORA_LOCAL;TEMPERATURA (C);HUMEDAD RELATIVA (%);PRESION ESTACION (hPa)
10100;23/10/2021;17;23.7;37;954.2
10100;23/10/2021;18;23.4;35;954.2
10100;23/10/2021;19;22.2;37;955
10100;23/10/2021;20;18.2;47;955.7
10100;23/10/2021;21;16.6;45;957.2
10100;23/10/2021;22;13.7;55;958.1
10100;23/10/2021;23;10.6;71;958.6
10100;24/10/2021;0;10.7;69;959
10100;24/10/2021;1;9.8;73;959.4
10100;24/10/2021;2;9.8;73;959.4
10100;24/10/2021;3;10;65;959.7
10100;24/10/2021;4;8;70;959.3
10100;24/10/2021;5;7.6;74;959.4
10100;24/10/2021;6;7.4;74;960.2
10100;24/10/2021;7;7.4;74;960.2
10100;24/10/2021;8;15.4;56;961.4
10100;24/10/2021;9;19.4;33;961.7
10100;24/10/2021;10;19.4;33;961.7
10100;24/10/2021;11;23.4;20;961.6
10100;24/10/2021;12;24.7;20;961.2
10100;24/10/2021;13;24.6;19;960.5
10100;24/10/2021;14;26.2;16;959.6
10100;24/10/2021;15;27.6;20;958.2
10100;24/10/2021;16;28.2;17;957
10100;24/10/2021;17;28.2;18;956.4
10100;24/10/2021;18;27.4;21;955.8
10100;24/10/2021;19;26.6;26;955.8
10100;24/10/2021;20;23.3;28;956.2
10100;24/10/2021;21;18;49;956.9
10100;24/10/2021;22;14.4;55;957
10100;24/10/2021;23;14.9;50;957.2
10100;25/10/2021;0;13.8;57;956.6
10100;25/10/2021;1;20.8;35;955.7
10100;25/10/2021;2;23.4;29;954.8
10100;25/10/2021;3;24;27;954.2
10100;25/10/2021;4;23.8;29;953.8
10100;25/10/2021;5;23.8;27;954
10100;25/10/2021;6;23.8;27;954
10100;25/10/2021;7;22.6;28;954.5
10100;25/10/2021;8;25.5;23;955.2
10100;25/10/2021;9;27.6;20;955.4
10100;25/10/2021;10;30.5;19;955.6
10100;25/10/2021;11;33.2;18;955.4
10100;25/10/2021;12;34.8;17;955.4
10100;25/10/2021;13;35.9;13;955.3
10100;25/10/2021;14;36.2;11;955
10100;25/10/2021;15;36.4;11;954.5
10100;25/10/2021;16;36.3;13;954.1
10100;25/10/2021;17;36;14;954
10100;25/10/2021;18;34.4;13;954
10100;25/10/2021;19;31;18;954.4
10100;25/10/2021;20;25.2;25;955
10100;25/10/2021;21;21.5;33;956.2
10100;25/10/2021;22;22.4;31;957
10100;25/10/2021;23;22.5;37;957.2
10100;26/10/2021;0;20.4;40;957
10100;26/10/2021;1;19;43;956.9
10100;26/10/2021;2;16;54;956.6
10100;26/10/2021;3;15.9;52;956.2
10100;26/10/2021;4;15.6;51;955.7
10100;26/10/2021;5;15;54;955.6
10100;26/10/2021;6;14.4;55;955.8
10100;26/10/2021;7;14;60;956.2
10100;26/10/2021;8;22.7;46;956.8
10100;26/10/2021;9;31.2;20;957
10100;26/10/2021;10;33.9;16;957
10100;26/10/2021;11;36.2;11;956.9
10100;26/10/2021;12;36.8;9;956.5
10100;26/10/2021;13;37.7;8;956
10100;26/10/2021;14;37.7;9;955
10100;26/10/2021;15;38.2;9;954.1
10100;26/10/2021;16;37.2;9;953.4
10100;26/10/2021;17;36.6;9;953
10100;26/10/2021;18;35.2;10;953.3
10100;26/10/2021;19;32.9;13;953.6
10100;26/10/2021;20;28;23;954.4
10100;26/10/2021;21;24.3;33;955.3
10100;26/10/2021;22;22.8;32;956.6
10100;26/10/2021;23;24.7;24;957.8
10100;27/10/2021;0;25.4;23;958
10100;27/10/2021;1;24.9;25;958.1
10100;27/10/2021;2;24.4;29;957.8
10100;27/10/2021;3;22.5;34;957.4
10100;27/10/2021;4;21.5;36;957.3
10100;27/10/2021;5;21.7;35;957.4
10100;27/10/2021;6;20.6;38;958.1
10100;27/10/2021;7;18.6;47;958.8
10100;27/10/2021;8;22.1;41;959.4
10100;27/10/2021;9;26.8;26;959.8
10100;27/10/2021;10;29.4;20;959.8
10100;27/10/2021;11;30.7;21;959.7
10100;27/10/2021;12;32.1;17;959.2
10100;27/10/2021;13;32.9;15;958.6
10100;27/10/2021;14;33.5;13;958.1
10100;27/10/2021;15;33.7;13;957.8
10100;27/10/2021;16;32;17;957.6
10100;27/10/2021;17;33;17;957.3
10100;27/10/2021;18;32.4;17;957
10100;27/10/2021;19;30.4;22;957.8
10100;27/10/2021;20;27.6;27;958.2
10100;27/10/2021;21;25.3;34;959
10100;27/10/2021;22;21.2;44;960.5
10100;27/10/2021;23;20.8;46;960.8
10100;28/10/2021;0;20.2;53;960.8
10100;28/10/2021;1;17.9;57;960.9
10100;28/10/2021;2;19.7;48;960.6
10100;28/10/2021;3;19.6;50;960.5
10100;28/10/2021;4;19.8;48;960.5
10100;28/10/2021;5;21.8;47;960.6
10100;28/10/2021;6;19.6;61;961.2
10100;28/10/2021;7;20.4;60;961.7
10100;28/10/2021;8;24.6;47;962.2
10100;28/10/2021;9;26.4;41;961.8
10100;28/10/2021;10;28.4;37;961.4
10100;28/10/2021;11;30.4;34;960.2
10100;28/10/2021;12;31.8;32;960.4
10100;28/10/2021;13;32.5;30;959.2
10100;28/10/2021;14;33.4;28;958.6
10100;28/10/2021;15;33.8;26;957.8
10100;28/10/2021;16;34.1;26;957.4
10100;28/10/2021;17;33.6;27;956.9
10100;28/10/2021;18;32.4;28;956.8
10100;28/10/2021;19;30.8;29;957
10100;28/10/2021;20;26.5;36;957.8
10100;28/10/2021;21;23.4;43;958.5
10100;28/10/2021;22;24.5;38;959
10100;28/10/2021;23;23.9;40;959
10100;29/10/2021;0;22;45;959
10100;29/10/2021;1;18.5;60;959
10100;29/10/2021;2;18.5;60;959
10100;29/10/2021;3;17;61;958.8
10100;29/10/2021;4;16.3;66;958.8
10100;29/10/2021;5;16.1;66;958.9
10100;29/10/2021;6;15.1;71;958.9
10100;29/10/2021;7;16.3;67;959.3
10100;29/10/2021;8;24;47;959.4
10100;29/10/2021;9;27.7;34;959.3
10100;29/10/2021;10;29.6;30;959.2
10100;29/10/2021;11;31.2;28;958.8
10100;29/10/2021;12;31.7;26;958.4
10100;29/10/2021;13;32.5;26;957.4
10100;29/10/2021;14;32.9;27;956.8
10100;29/10/2021;15;33.9;25;955.8
10100;29/10/2021;16;33.9;24;954.9
10100;29/10/2021;17;32.6;26;954.2
10100;29/10/2021;18;31;30;954.1
10100;29/10/2021;19;29.2;31;954.1
10100;29/10/2021;20;25.4;46;954.4
10100;29/10/2021;21;23.3;47;955.1
10100;29/10/2021;22;23.2;49;956
10100;29/10/2021;23;21.8;53;956.2
10100;30/10/2021;0;21.1;55;956.6
10100;30/10/2021;1;19.7;58;956.5
10100;30/10/2021;2;19.8;60;956.1
10100;30/10/2021;3;21;57;955.7
10100;30/10/2021;4;18.9;67;955.4
10100;30/10/2021;5;17.7;69;955.2
10100;30/10/2021;6;18.9;67;955
10100;30/10/2021;7;18;70;955.4
10100;30/10/2021;8;23.1;56;956.2
10100;30/10/2021;9;28;43;956.2
10100;30/10/2021;10;30.9;36;956.1
10100;30/10/2021;11;32.7;33;955.8
10100;30/10/2021;12;33.7;30;955.6
10100;30/10/2021;13;34.9;29;955
10100;30/10/2021;14;32.9;27;954.2
10100;30/10/2021;15;31.2;31;954.4
10100;30/10/2021;16;29.5;39;953.8
10100;30/10/2021;17;29.3;48;953.8
10100;30/10/2021;18;28.9;47;954.8
10100;30/10/2021;19;28;40;954.2
10100;30/10/2021;20;26.4;40;954.9
10100;30/10/2021;21;23.8;45;955.4
10100;30/10/2021;22;22.7;54;956.8
10100;30/10/2021;23;21.9;61;957.7
10100;31/10/2021;0;22.2;61;957.8
10100;31/10/2021;1;21.5;71;958.1
10100;31/10/2021;2;21.3;66;958.6
10100;31/10/2021;3;21;77;958.9
10100;31/10/2021;4;20.4;81;958.6
10100;31/10/2021;5;20.3;83;959
10100;31/10/2021;6;19.7;82;960
10100;31/10/2021;7;15.6;81;960.9
10100;31/10/2021;8;15.4;77;962.1
10100;31/10/2021;9;15;77;962.4
10100;31/10/2021;10;15.3;73;962.6
10100;31/10/2021;11;15.6;71;962.6
10100;31/10/2021;12;17.8;63;962.1
10100;31/10/2021;13;19.4;60;961.2
10100;31/10/2021;14;19.6;58;960.8
10100;31/10/2021;15;18.5;63;960.6
10100;31/10/2021;16;18;65;960.2
10100;31/10/2021;17;17.6;68;960.1
10100;31/10/2021;18;16.6;69;960.1
10100;31/10/2021;19;15.7;72;960.2
10100;31/10/2021;20;14.4;77;961
10100;31/10/2021;21;13.9;78;962.2
10100;31/10/2021;22;13.3;81;962.6
10100;31/10/2021;23;12.8;83;962.6
10100;01/11/2021;0;13;82;961.8
10100;01/11/2021;1;12;93;961.4
10100;01/11/2021;2;11.6;96;960.6
10100;01/11/2021;3;11.3;96;960
10100;01/11/2021;4;11;97;960.9
10100;01/11/2021;5;11.3;96;960.4
10100;01/11/2021;6;11.3;99;958.6
10100;01/11/2021;7;11.8;99;959.6
10100;01/11/2021;8;11.9;99;961.4
10100;01/11/2021;9;12;99;962.5
10100;01/11/2021;10;12.2;96;962.2
10100;01/11/2021;11;13;97;961.8
10100;01/11/2021;12;14.2;96;961
10100;01/11/2021;13;15.9;93;960.2
10100;01/11/2021;14;16.4;91;959.3
10100;01/11/2021;15;18.4;83;958.5
10100;01/11/2021;16;18.5;85;958.1
10100;01/11/2021;17;17.8;87;958.2
10100;01/11/2021;18;15.6;87;958.4
10100;01/11/2021;19;15.6;89;959
10100;01/11/2021;20;14.5;98;960
10100;01/11/2021;21;14.3;98;961
10100;01/11/2021;22;14.3;94;962.1
10100;01/11/2021;23;14.3;96;962.2
10100;02/11/2021;0;14.3;96;962
10100;02/11/2021;1;14.1;98;961.4
10100;02/11/2021;2;14;94;961.2
10100;02/11/2021;3;13.7;96;960
10100;02/11/2021;4;14.1;96;959.7
10100;02/11/2021;5;13.3;94;959.2
10100;02/11/2021;6;12.7;97;959.3
10100;02/11/2021;7;13.8;98;960.4
10100;02/11/2021;8;15.2;91;960.9
10100;02/11/2021;9;15.6;91;961.4
10100;02/11/2021;10;16.3;85;961.3
10100;02/11/2021;11;17.9;78;960.8
10100;02/11/2021;12;20.3;68;960.4
10100;02/11/2021;13;21.7;63;959.6
10100;02/11/2021;14;21.8;62;959
10100;02/11/2021;15;22.8;62;958.2
10100;02/11/2021;16;22.7;62;957.6
10100;02/11/2021;17;22.2;63;957
10100;02/11/2021;18;22.2;64;956.9
10100;02/11/2021;19;21.8;66;956.9
10100;02/11/2021;20;19;79;957.4
10100;02/11/2021;21;18;85;958.1
10100;02/11/2021;22;18;85;958.8
10100;02/11/2021;23;17.7;88;958.9
10100;03/11/2021;0;17.3;89;958.4
10100;03/11/2021;1;15.8;91;958.2
10100;03/11/2021;2;16.8;92;957.3
10100;03/11/2021;3;16.8;94;956.4
10100;03/11/2021;4;16.7;95;955.6
10100;03/11/2021;5;16.8;92;955.3
10100;03/11/2021;6;14.4;96;955
10100;03/11/2021;7;13.9;97;955
10100;03/11/2021;8;18.5;84;955.2
10100;03/11/2021;9;20.1;75;955
10100;03/11/2021;10;22.4;66;954.6
10100;03/11/2021;11;24.3;58;954
10100;03/11/2021;12;25.2;54;953.4
10100;03/11/2021;13;26.9;49;952
10100;03/11/2021;14;27.6;46;951
10100;03/11/2021;15;28.2;46;950.1
10100;03/11/2021;16;28.7;44;948.9
10100;03/11/2021;17;28.5;46;948.2
10100;03/11/2021;18;27.4;50;948
10100;03/11/2021;19;25.6;56;948.2
10100;03/11/2021;20;22.7;70;949
10100;03/11/2021;21;21;79;949.7
10100;03/11/2021;22;18.4;89;950.8
10100;03/11/2021;23;17.9;92;951
10100;04/11/2021;0;16.8;93;950.9
10100;04/11/2021;1;15.7;95;950.6
10100;04/11/2021;2;15.6;96;949.8
10100;04/11/2021;3;16.5;91;949.6
10100;04/11/2021;4;16.3;93;949.4
10100;04/11/2021;5;17;90;949.3
10100;04/11/2021;6;17.8;90;949.4
10100;04/11/2021;7;18.3;92;950.5
10100;04/11/2021;8;21.1;84;951.4
10100;04/11/2021;9;22.3;76;951.8
10100;04/11/2021;10;22.9;74;952.9
10100;04/11/2021;11;25.9;63;953.2
10100;04/11/2021;12;25.1;65;953
10100;04/11/2021;13;24.5;67;952.9
10100;04/11/2021;14;19.7;89;953.4
10100;04/11/2021;15;15.5;95;954.5
10100;04/11/2021;16;14.6;94;954.6
10100;04/11/2021;17;13.3;93;955
10100;04/11/2021;18;11.9;88;956.8
10100;04/11/2021;19;11.2;91;957.6
10100;04/11/2021;20;9.8;90;958.9
10100;04/11/2021;21;10;69;960.5
10100;04/11/2021;22;9.6;77;961.3
10100;04/11/2021;23;9.6;80;962.2
10100;05/11/2021;0;9.6;80;962.5
10100;05/11/2021;1;10;99;962
10100;05/11/2021;2;9.3;99;962.6
10100;05/11/2021;3;8.3;95;962.9
10100;05/11/2021;4;8.6;95;963.2
10100;05/11/2021;5;8.8;95;962.6
10100;05/11/2021;6;9.1;95;963.6
10100;05/11/2021;7;9.7;62;964.6
10100;05/11/2021;8;10;61;965.4
10100;05/11/2021;9;10.4;57;966.4
10100;05/11/2021;10;12.7;45;966.6
10100;05/11/2021;11;13.2;42;966.8
10100;05/11/2021;12;13.2;42;967
10100;05/11/2021;13;14.6;60;966.6
10100;05/11/2021;14;15.8;37;966.2
10100;05/11/2021;15;15.2;43;966.1
10100;05/11/2021;16;15;50;966.9
10100;05/11/2021;17;14.4;43;965.4
10100;05/11/2021;18;14.2;44;965.6
10100;05/11/2021;19;13.6;50;965.4
10100;05/11/2021;20;12.8;56;966.1
10100;05/11/2021;21;12.6;61;966.8
10100;05/11/2021;22;11.3;78;967.8
10100;05/11/2021;23;11.2;81;968.1
10100;06/11/2021;0;11;82;968.1
10100;06/11/2021;1;10.6;83;968.2
10100;06/11/2021;2;9.3;87;967.6
10100;06/11/2021;3;10.4;82;966.4
10100;06/11/2021;4;10.5;82;966.2
10100;06/11/2021;5;10.7;78;966.2
10100;06/11/2021;6;10.7;76;966.2
10100;06/11/2021;7;11.2;75;966.4
10100;06/11/2021;8;12.7;64;966.6
10100;06/11/2021;9;13.6;54;966.8
10100;06/11/2021;10;14.4;50;966.4
10100;06/11/2021;11;15.5;49;965.7
10100;06/11/2021;12;15.8;49;965
10100;06/11/2021;13;17.6;46;963.8
10100;06/11/2021;14;18.2;44;963.2
10100;06/11/2021;15;18.6;41;962.5
10100;06/11/2021;16;18.5;40;961.8
10100;06/11/2021;17;18.4;47;961.4
10100;06/11/2021;18;18.2;47;960.9
10100;06/11/2021;19;17.3;54;961.7
10100;06/11/2021;20;16.5;61;962
10100;06/11/2021;21;15.5;69;962.8
10100;06/11/2021;22;13.7;79;963.3
10100;06/11/2021;23;11.7;86;963.4
10100;07/11/2021;0;12.6;85;963.2
10100;07/11/2021;1;13.6;83;962.8
10100;07/11/2021;2;13.2;84;962.2
10100;07/11/2021;3;12.9;85;961
10100;07/11/2021;4;12.9;85;960.5
10100;07/11/2021;5;12.3;89;960.6
10100;07/11/2021;6;10.6;88;960.6
10100;07/11/2021;7;11.4;92;961
10100;07/11/2021;8;15.4;75;961.4
10100;07/11/2021;9;17.9;58;961.7
10100;07/11/2021;10;19;54;961.6
10100;07/11/2021;11;20.4;51;961
10100;07/11/2021;12;22;48;960.1
10100;07/11/2021;13;21.3;46;959.3
10100;07/11/2021;14;22.8;44;958.5
10100;07/11/2021;15;24.4;51;958.1
10100;07/11/2021;16;24.1;51;957.2
10100;07/11/2021;17;23.9;49;956.6
10100;07/11/2021;18;23.6;50;956.5
10100;07/11/2021;19;22.4;52;956.6
10100;07/11/2021;20;20.1;62;957.4
10100;07/11/2021;21;18;78;958.6
10100;07/11/2021;22;16.2;80;959.2
10100;07/11/2021;23;16.7;76;959.4
10100;08/11/2021;0;14.3;86;959.3
10100;08/11/2021;1;14.5;84;959
10100;08/11/2021;2;15;78;958.5
10100;08/11/2021;3;13.6;89;958
10100;08/11/2021;4;13.1;89;957.8
10100;08/11/2021;5;13;93;957.8
10100;08/11/2021;6;13.4;89;958.1
10100;08/11/2021;7;14.7;88;958.9
10100;08/11/2021;8;20.1;75;959.6
10100;08/11/2021;9;21.6;69;959.8
10100;08/11/2021;10;23.4;62;959.7
10100;08/11/2021;11;25.2;58;959.4
10100;08/11/2021;12;25.1;55;958.8
10100;08/11/2021;13;26;55;958
10100;08/11/2021;14;27;48;957.4
10100;08/11/2021;15;24.5;62;956.6
10100;08/11/2021;16;21.5;75;956.6
10100;08/11/2021;17;20;88;956.4
10100;08/11/2021;18;21.4;79;955.8
10100;08/11/2021;19;22.5;73;956.6
10100;08/11/2021;20;20.5;85;957
10100;08/11/2021;21;18.8;90;957.7
10100;08/11/2021;22;18.4;87;958.5
10100;08/11/2021;23;16.8;92;959
10100;09/11/2021;0;16.2;93;959
10100;09/11/2021;1;16.3;94;959.4
10100;09/11/2021;2;15.9;94;958.6
10100;09/11/2021;3;15.7;98;958
10100;09/11/2021;4;15.4;97;957.8
10100;09/11/2021;5;15.6;95;958
10100;09/11/2021;6;15.5;97;958.6
10100;09/11/2021;7;16.3;95;959
10100;09/11/2021;8;20.2;89;959.4
10100;09/11/2021;9;22.7;65;959.4
10100;09/11/2021;10;23.6;60;959.7
10100;09/11/2021;11;18.2;88;961.8
10100;09/11/2021;12;15.2;98;962.8
10100;09/11/2021;13;14.6;100;963
10100;09/11/2021;14;14.7;100;961.2
10100;09/11/2021;15;14.7;98;961.2
10100;09/11/2021;16;16.7;88;959
10100;09/11/2021;17;17.7;80;956.2
10100;09/11/2021;18;18.1;77;958
10100;09/11/2021;19;17.7;76;958.5
10100;09/11/2021;20;16.3;85;959.3
10100;09/11/2021;21;14.4;91;959.7
10100;09/11/2021;22;13.9;94;960.1
10100;09/11/2021;23;13.2;96;960.1
10100;10/11/2021;0;12;96;960.1
10100;10/11/2021;1;10.7;99;960.1
10100;10/11/2021;2;11.1;95;959.7
10100;10/11/2021;3;11.3;99;959.8
10100;10/11/2021;4;11.3;96;959.8
10100;10/11/2021;5;11.4;96;958.6
10100;10/11/2021;6;11.6;97;959.2
10100;10/11/2021;7;11.4;96;960.1
10100;10/11/2021;8;16.2;79;960.4
10100;10/11/2021;9;18.8;72;960.4
10100;10/11/2021;10;21.2;64;959.8
10100;10/11/2021;11;22.8;56;959.4
10100;10/11/2021;12;24.2;54;958.8
10100;10/11/2021;13;24.4;52;958.2
10100;10/11/2021;14;25.7;47;957.6
10100;10/11/2021;15;25.5;51;957
10100;10/11/2021;16;21.2;73;958
10100;10/11/2021;17;16;93;959.8
10100;10/11/2021;18;18.1;84;958.4
10100;10/11/2021;19;18.5;83;959
10100;10/11/2021;20;16.7;89;959
10100;10/11/2021;21;15.9;90;959.4
10100;10/11/2021;22;14.9;93;960.1
10100;10/11/2021;23;14.8;93;960.9
10100;11/11/2021;0;15.3;91;961
10100;11/11/2021;1;14.3;94;961.4
10100;11/11/2021;2;13.8;94;961.4
10100;11/11/2021;3;13.7;93;961.3
10100;11/11/2021;4;13.5;96;961.2
10100;11/11/2021;5;12.9;96;961.6
10100;11/11/2021;6;13.1;96;961.8
10100;11/11/2021;7;13.2;96;962.2
10100;11/11/2021;8;17.4;86;962.6
10100;11/11/2021;9;20.8;74;962.6
10100;11/11/2021;10;22.6;63;962.6
10100;11/11/2021;11;24.1;54;962.4
10100;11/11/2021;12;25;49;961.8
10100;11/11/2021;13;25.4;49;961.4
10100;11/11/2021;14;26.8;45;960.6
10100;11/11/2021;15;27.6;43;960
10100;11/11/2021;16;27.6;40;959.2
10100;11/11/2021;17;27.4;39;958.8
10100;11/11/2021;18;26.8;40;958.4
10100;11/11/2021;19;24.5;38;958.9
10100;11/11/2021;20;19.7;51;959.2
10100;11/11/2021;21;18.3;60;959.8
10100;11/11/2021;22;17.2;63;960.4
10100;11/11/2021;23;17;68;960.6
10100;12/11/2021;0;16.4;72;961
10100;12/11/2021;1;16.3;77;960.9
10100;12/11/2021;2;15.9;78;959.6
10100;12/11/2021;3;15.3;84;958.9
10100;12/11/2021;4;13;92;958.6
10100;12/11/2021;5;13.5;90;958.6
10100;12/11/2021;6;13.7;91;959
10100;12/11/2021;7;14.5;88;959.8
10100;12/11/2021;8;15.4;98;960
10100;12/11/2021;9;21.7;61;959.8
10100;12/11/2021;10;23.6;51;959.7
10100;12/11/2021;11;25.2;46;959.4
10100;12/11/2021;12;26.2;44;959
10100;12/11/2021;13;27.8;41;958.6
10100;12/11/2021;14;28;40;957.8
10100;12/11/2021;15;29.2;39;956.8
10100;12/11/2021;16;29.2;38;956
10100;12/11/2021;17;28.8;41;955.4
10100;12/11/2021;18;28;43;955.3
10100;12/11/2021;19;25.6;44;955.7
10100;12/11/2021;20;23.1;57;956.1
10100;12/11/2021;21;20.3;68;956.5
10100;12/11/2021;22;19;73;956.6
10100;12/11/2021;23;19.1;73;956.6
10100;13/11/2021;0;17;82;956.4
10100;13/11/2021;1;15.9;86;955.6
10100;13/11/2021;2;16.4;85;954.6
10100;13/11/2021;3;16.4;85;953.4
10100;13/11/2021;4;18.4;75;952.6
10100;13/11/2021;5;17.5;80;952
10100;13/11/2021;6;17.7;89;951.7
10100;13/11/2021;7;19.2;79;951.6
10100;13/11/2021;8;21.8;70;951
10100;13/11/2021;9;24;63;950
10100;13/11/2021;10;26;60;949.4
10100;13/11/2021;11;28.1;56;949
10100;13/11/2021;12;30.3;52;948.2
10100;13/11/2021;13;31.8;48;946.9
10100;13/11/2021;14;33.4;47;946
10100;13/11/2021;15;34.1;37;945.2
10100;13/11/2021;16;34.1;36;944.2
10100;13/11/2021;17;34.2;37;943.6
10100;13/11/2021;18;24.8;51;946.1
10100;13/11/2021;19;17.7;76;950.2
10100;13/11/2021;20;17.8;75;951.8
10100;13/11/2021;21;16.8;86;953.7
10100;13/11/2021;22;16.7;88;955.7
10100;13/11/2021;23;16.8;82;956.2
10100;14/11/2021;0;17.4;79;956.2
10100;14/11/2021;1;16.5;84;957
10100;14/11/2021;2;15.9;87;956.9
10100;14/11/2021;3;14.2;91;957.2
10100;14/11/2021;4;14.6;65;956.5
10100;14/11/2021;5;11.6;84;956.5
10100;14/11/2021;6;12.5;71;956.2
10100;14/11/2021;7;13;71;958.2
10100;14/11/2021;8;17.4;57;959.3
10100;14/11/2021;9;20.4;33;960.1
10100;14/11/2021;10;21.6;32;960.1
10100;14/11/2021;11;22.8;32;960
10100;14/11/2021;12;23.7;36;959.4
10100;14/11/2021;13;25.4;27;958.6
10100;14/11/2021;14;26.4;26;957.4
10100;14/11/2021;15;27;25;956.2
10100;14/11/2021;16;26.8;25;955
10100;14/11/2021;17;26.6;27;953.8
10100;14/11/2021;18;25.9;29;953.4
10100;14/11/2021;19;24.8;32;953.3
10100;14/11/2021;20;20.2;48;953.8
10100;14/11/2021;21;16.6;60;954.4
10100;14/11/2021;22;16.4;65;955.2
10100;14/11/2021;23;17;66;955.8
10100;15/11/2021;0;15.8;66;956
10100;15/11/2021;1;15.2;69;955.3
10100;15/11/2021;2;14.6;75;954.5
10100;15/11/2021;3;14.7;77;953.4
10100;15/11/2021;4;13.7;84;952.6
10100;15/11/2021;5;14.7;79;952.2
10100;15/11/2021;6;12.9;88;952.5
10100;15/11/2021;7;13.9;87;952.6
10100;15/11/2021;8;18.4;71;952.9
10100;15/11/2021;9;21.9;65;952.8
10100;15/11/2021;10;23.4;55;952.5
10100;15/11/2021;11;25;50;951.6
10100;15/11/2021;12;26.7;49;950.4
10100;15/11/2021;13;27.9;46;949.4
10100;15/11/2021;14;29.1;43;948.6
10100;15/11/2021;15;30;41;947.8
10100;15/11/2021;16;30.4;42;947.7
10100;15/11/2021;17;30.7;41;947.4
10100;15/11/2021;18;29.5;43;947.8
10100;15/11/2021;19;27.2;51;949
10100;15/11/2021;20;25.4;57;950.1
10100;15/11/2021;21;21.8;72;951.4
10100;15/11/2021;22;20.7;77;953
10100;15/11/2021;23;20;82;954.2
10100;16/11/2021;0;18.9;87;955.6
10100;16/11/2021;1;18;66;958.8
10100;16/11/2021;2;17.5;53;960.8
10100;16/11/2021;3;15.8;46;961.3
10100;16/11/2021;4;15.1;49;961
10100;16/11/2021;5;12.8;62;963
10100;16/11/2021;6;11.7;55;964
10100;16/11/2021;7;11.8;52;964.2
10100;16/11/2021;8;11.6;56;965
10100;16/11/2021;9;10.7;67;965.4
10100;16/11/2021;10;13.2;62;965
10100;16/11/2021;11;15.1;41;964.6
10100;16/11/2021;12;15.8;49;964.6
10100;16/11/2021;13;16;47;964.6
10100;16/11/2021;14;17.3;48;964.4
10100;16/11/2021;15;16.5;46;964.2
10100;16/11/2021;16;16.7;46;963.6
10100;16/11/2021;17;18.4;43;962.6
10100;16/11/2021;18;17.3;44;962.4
10100;16/11/2021;19;16.4;45;963
10100;16/11/2021;20;15.4;50;963.8
10100;16/11/2021;21;13.6;60;964.9
10100;16/11/2021;22;13.9;58;966.2
10100;16/11/2021;23;11.8;70;967
10100;17/11/2021;0;9.7;76;966.8
10100;17/11/2021;1;8.9;79;965.8
10100;17/11/2021;2;8.4;82;964.8
10100;17/11/2021;3;7.9;84;964.2
10100;17/11/2021;4;7.8;83;964
10100;17/11/2021;5;8.1;79;963.8
10100;17/11/2021;6;6.1;90;963.8
10100;17/11/2021;7;7.7;88;964
10100;17/11/2021;8;13.6;64;964.2
10100;17/11/2021;9;14.7;56;964
10100;17/11/2021;10;16.2;52;963.3
10100;17/11/2021;11;17;47;962.6
10100;17/11/2021;12;18;54;961.8
10100;17/11/2021;13;19.9;35;960.5
10100;17/11/2021;14;21.2;40;959.4
10100;17/11/2021;15;22.2;38;958.2
10100;17/11/2021;16;23.2;36;957
10100;17/11/2021;17;23.6;35;956.4
10100;17/11/2021;18;23;36;956.2
10100;17/11/2021;19;21.2;37;956.2
10100;17/11/2021;20;16.6;52;957
10100;17/11/2021;21;15;54;957.7
10100;17/11/2021;22;13.6;64;958
10100;17/11/2021;23;13.6;64;958.1
10100;18/11/2021;0;13.3;65;957.7
10100;18/11/2021;1;13.2;61;957.8
10100;18/11/2021;2;11.7;67;956.5
10100;18/11/2021;3;12;66;955.6
10100;18/11/2021;4;11;70;955.4
10100;18/11/2021;5;8.5;81;955.4
10100;18/11/2021;6;7.7;86;955.4
10100;18/11/2021;7;9.2;85;955.8
10100;18/11/2021;8;14.2;68;956.5
10100;18/11/2021;9;18.6;57;956.8
10100;18/11/2021;10;22.6;47;957
10100;18/11/2021;11;24.8;40;957
10100;18/11/2021;12;24.8;40;957
10100;18/11/2021;13;27.6;25;956.2
10100;18/11/2021;14;28.8;25;955.6
10100;18/11/2021;15;28.8;23;954.8
10100;18/11/2021;16;29.6;25;954.1
10100;18/11/2021;17;29.6;25;954.1
10100;18/11/2021;18;28.6;24;953.8
10100;18/11/2021;19;26.8;33;954.2
10100;18/11/2021;20;21.6;36;955
10100;18/11/2021;21;20.1;50;956
10100;18/11/2021;22;17.4;57;957
10100;18/11/2021;23;16.6;59;957.8
10100;19/11/2021;0;16.6;59;958.2
10100;19/11/2021;1;17.4;51;958.1
10100;19/11/2021;2;15.4;58;957
10100;19/11/2021;3;14.7;51;957.3
10100;19/11/2021;4;14.8;49;957.2
10100;19/11/2021;5;12.6;73;957.4
10100;19/11/2021;6;12.3;74;957.8
10100;19/11/2021;7;14;73;958.4
10100;19/11/2021;8;19.2;61;958.9
10100;19/11/2021;9;22.7;70;959.4
10100;19/11/2021;10;25.9;38;959.3
10100;19/11/2021;11;27.8;34;959
10100;19/11/2021;12;30;29;958.2
10100;19/11/2021;13;31.3;26;957.6
10100;19/11/2021;14;31.6;21;956.9
10100;19/11/2021;15;32.2;23;956.1
10100;19/11/2021;16;31.7;21;955.4
10100;19/11/2021;17;31.2;25;954.9
10100;19/11/2021;18;30.7;24;954.5
