ESTACION;FECHA;HORA_LOCAL;TEMPERATURA (C);HUMEDAD RELATIVA (%);PRESION ESTACION (hPa)
10100;31/12/2020;21;21.1;54;956.6
10100;31/12/2020;22;18;68;957.3
10100;31/12/2020;23;19.4;54;957.7
10100;01/01/2021;0;18.7;55;957.8
10100;01/01/2021;1;17;66;957.4
10100;01/01/2021;2;18.5;55;956.9
10100;01/01/2021;3;17;61;956.2
10100;01/01/2021;4;18.2;56;955.8
10100;01/01/2021;5;18.2;44;956.1
10100;01/01/2021;6;15.8;68;956.8
10100;01/01/2021;7;15.5;71;957.4
10100;01/01/2021;8;20.4;57;957.8
10100;01/01/2021;9;23.5;43;957.7
10100;01/01/2021;10;25.2;40;957.6
10100;01/01/2021;11;26.4;38;957.4
10100;01/01/2021;12;27.9;38;957.2
10100;01/01/2021;13;29.4;36;956.8
10100;01/01/2021;14;30.4;35;956.6
10100;01/01/2021;15;30.5;34;956.4
10100;01/01/2021;16;30.2;35;956
10100;01/01/2021;17;30.3;33;955.4
10100;01/01/2021;18;30;33;955.3
10100;01/01/2021;19;28.4;38;955.6
10100;01/01/2021;20;26.5;42;956.8
10100;01/01/2021;21;24.9;46;957.8
10100;01/01/2021;22;21.1;64;958.9
10100;01/01/2021;23;21.5;62;959.4
10100;02/01/2021;0;20.5;64;959.3
10100;02/01/2021;1;20.5;62;958.9
10100;02/01/2021;2;19.4;70;958.4
10100;02/01/2021;3;17.9;79;957.8
10100;02/01/2021;4;18.9;78;957.4
10100;02/01/2021;5;21.1;60;957.4
10100;02/01/2021;6;19.6;70;957.7
10100;02/01/2021;7;19.3;69;958.1
10100;02/01/2021;8;22.1;61;958.2
10100;02/01/2021;9;23.3;53;958.6
10100;02/01/2021;10;25;45;958
10100;02/01/2021;11;26.2;41;957.8
10100;02/01/2021;12;27.9;42;957.3
10100;02/01/2021;13;28.7;41;956.6
10100;02/01/2021;14;29.4;38;956
10100;02/01/2021;15;30.5;36;955
10100;02/01/2021;16;31.7;35;953.8
10100;02/01/2021;17;30.5;35;953
10100;02/01/2021;18;31;33;952.1
10100;02/01/2021;19;29.9;33;952.1
10100;02/01/2021;20;28.1;36;952.5
10100;02/01/2021;21;26.5;40;952.9
10100;02/01/2021;22;24.5;46;953.3
10100;02/01/2021;23;23.1;56;953.6
10100;03/01/2021;0;22.5;58;953.8
10100;03/01/2021;1;23.3;63;954
10100;03/01/2021;2;21.3;82;954.6
10100;03/01/2021;3;20.1;87;955.2
10100;03/01/2021;4;19.6;88;956
10100;03/01/2021;5;18.7;92;956.2
10100;03/01/2021;6;17.9;93;956.8
10100;03/01/2021;7;17.6;92;956.6
10100;03/01/2021;8;17.5;96;956.9
10100;03/01/2021;9;17.5;95;957.6
10100;03/01/2021;10;18;92;957.2
10100;03/01/2021;11;18.1;88;957.3
10100;03/01/2021;12;17.6;96;957.4
10100;03/01/2021;13;17.9;96;957.3
10100;03/01/2021;14;18.6;94;956.6
10100;03/01/2021;15;19.4;85;956.4
10100;03/01/2021;16;20.6;80;956.1
10100;03/01/2021;17;22.4;73;955.6
10100;03/01/2021;18;23.8;61;954.5
10100;03/01/2021;19;23.1;68;954.6
10100;03/01/2021;20;22.6;70;955.2
10100;03/01/2021;21;20.5;87;955.8
10100;03/01/2021;22;20.2;90;956
10100;03/01/2021;23;20.1;87;956.1
10100;04/01/2021;0;19.8;89;956
10100;04/01/2021;1;19.5;91;955
10100;04/01/2021;2;19.4;90;954.6
10100;04/01/2021;3;18.5;89;953.7
10100;04/01/2021;4;18.5;89;953.4
10100;04/01/2021;5;18.4;84;953
10100;04/01/2021;6;17.9;83;953
10100;04/01/2021;7;18.5;72;953.3
10100;04/01/2021;8;19.7;77;953.4
10100;04/01/2021;9;23.1;71;953.4
10100;04/01/2021;10;24.6;55;953
10100;04/01/2021;11;26.6;47;953
10100;04/01/2021;12;26.8;46;952.4
10100;04/01/2021;13;27.8;44;952.1
10100;04/01/2021;14;28.6;46;951.8
10100;04/01/2021;15;29.5;45;951.6
10100;04/01/2021;16;28.9;47;951.4
10100;04/01/2021;17;29.5;42;950.6
10100;04/01/2021;18;28.1;43;950.1
10100;04/01/2021;19;27.4;47;950.4
10100;04/01/2021;20;26.8;47;950.6
10100;04/01/2021;21;24.8;62;951
10100;04/01/2021;22;21.3;73;951.4
10100;04/01/2021;23;21.7;74;952.4
10100;05/01/2021;0;21.8;73;954.4
10100;05/01/2021;1;17.7;99;955.8
10100;05/01/2021;2;17.2;99;956.5
10100;05/01/2021;3;17.1;99;956
10100;05/01/2021;4;16.9;99;955.3
10100;05/01/2021;5;16.7;89;954.2
10100;05/01/2021;6;16.6;92;954.4
10100;05/01/2021;7;16.7;95;955
10100;05/01/2021;8;17.7;87;955.8
10100;05/01/2021;9;18.7;84;956.6
10100;05/01/2021;10;18.9;80;956.6
10100;05/01/2021;11;21;71;956.8
10100;05/01/2021;12;22.1;64;956.6
10100;05/01/2021;13;23.1;62;956.2
10100;05/01/2021;14;24.1;61;955.8
10100;05/01/2021;15;24.2;60;955.4
10100;05/01/2021;16;22.7;62;955.3
10100;05/01/2021;17;23.3;57;954.6
10100;05/01/2021;18;23.3;56;954.2
10100;05/01/2021;19;23.1;57;954.4
10100;05/01/2021;20;22.2;62;955.2
10100;05/01/2021;21;20.7;70;956.2
10100;05/01/2021;22;20.2;69;957.4
10100;05/01/2021;23;19.2;73;958.2
10100;06/01/2021;0;18.8;77;958.6
10100;06/01/2021;1;18.3;78;958.6
10100;06/01/2021;2;17.5;83;958.1
10100;06/01/2021;3;16.8;86;957.3
10100;06/01/2021;4;16.6;88;957
10100;06/01/2021;5;16.6;87;957.4
10100;06/01/2021;6;16.2;89;957.8
10100;06/01/2021;7;16.3;91;958.2
10100;06/01/2021;8;17.6;84;958.5
10100;06/01/2021;9;19.2;74;958.2
10100;06/01/2021;10;20.8;52;958.4
10100;06/01/2021;11;21.4;50;958.5
10100;06/01/2021;12;23.8;45;958.2
10100;06/01/2021;13;23.5;41;958
10100;06/01/2021;14;24.2;37;957.7
10100;06/01/2021;15;24.4;39;957.4
10100;06/01/2021;16;24;37;956.6
10100;06/01/2021;17;25.7;33;956.2
10100;06/01/2021;18;25.7;35;955.4
10100;06/01/2021;19;25.2;36;955.4
10100;06/01/2021;20;23.3;49;955.7
10100;06/01/2021;21;18.6;69;956.2
10100;06/01/2021;22;17.8;73;957
10100;06/01/2021;23;16.1;82;957.4
10100;07/01/2021;0;15.9;76;957.7
10100;07/01/2021;1;14.5;83;957.3
10100;07/01/2021;2;13.7;84;956.8
10100;07/01/2021;3;13.3;82;956.6
10100;07/01/2021;4;12.8;83;955.7
10100;07/01/2021;5;12.5;84;955.8
10100;07/01/2021;6;12.2;85;956.2
10100;07/01/2021;7;11.9;86;956.6
10100;07/01/2021;8;17;71;956.9
10100;07/01/2021;9;21.3;56;956.9
10100;07/01/2021;10;24.8;51;956.6
10100;07/01/2021;11;27.4;41;956.4
10100;07/01/2021;12;28.6;29;956.2
10100;07/01/2021;13;29;29;955.7
10100;07/01/2021;14;29.2;29;955
10100;07/01/2021;15;30;24;954.5
10100;07/01/2021;16;30.6;28;953.8
10100;07/01/2021;17;30.7;25;953.3
10100;07/01/2021;18;30.7;30;952.6
10100;07/01/2021;19;29.6;32;952.8
10100;07/01/2021;20;26.9;40;953
10100;07/01/2021;21;22.4;58;953.4
10100;07/01/2021;22;19.8;62;954.4
10100;07/01/2021;23;19.6;64;955.3
10100;08/01/2021;0;19.5;60;956
10100;08/01/2021;1;19.3;60;955.6
10100;08/01/2021;2;18.7;66;954.9
10100;08/01/2021;3;18.3;69;954.2
10100;08/01/2021;4;18;69;953.8
10100;08/01/2021;5;16.1;77;954.2
10100;08/01/2021;6;16;84;954.6
10100;08/01/2021;7;18.5;74;955.7
10100;08/01/2021;8;21.8;58;957
10100;08/01/2021;9;23;57;957.8
10100;08/01/2021;10;24.6;48;957.8
10100;08/01/2021;11;25.9;43;957.4
10100;08/01/2021;12;27.2;42;957.2
10100;08/01/2021;13;27.3;43;956.5
10100;08/01/2021;14;28.8;41;955.6
10100;08/01/2021;15;29.2;43;954.6
10100;08/01/2021;16;29.4;42;953.7
10100;08/01/2021;17;29.3;41;952.8
10100;08/01/2021;18;29.8;37;952.1
10100;08/01/2021;19;27.3;44;951.8
10100;08/01/2021;20;22.4;60;952.9
10100;08/01/2021;21;21.6;63;954.5
10100;08/01/2021;22;20.9;68;954.6
10100;08/01/2021;23;18;88;957.3
10100;09/01/2021;0;18.1;96;958
10100;09/01/2021;1;17;98;957.3
10100;09/01/2021;2;16;99;956.6
10100;09/01/2021;3;16.2;96;955.7
10100;09/01/2021;4;16.4;99;954.6
10100;09/01/2021;5;16.7;97;954.8
10100;09/01/2021;6;16.8;97;955
10100;09/01/2021;7;16.8;96;956.1
10100;09/01/2021;8;17;95;956.8
10100;09/01/2021;9;18.6;87;956.5
10100;09/01/2021;10;19.8;75;956.2
10100;09/01/2021;11;21.7;72;955.6
10100;09/01/2021;12;22.5;68;955
10100;09/01/2021;13;24.4;64;954.6
10100;09/01/2021;14;25.4;61;953.8
10100;09/01/2021;15;26.5;59;952.9
10100;09/01/2021;16;27.4;58;952
10100;09/01/2021;17;27.6;56;951.3
10100;09/01/2021;18;27.6;57;950.6
10100;09/01/2021;19;27.2;59;950.6
10100;09/01/2021;20;25.4;63;951
10100;09/01/2021;21;22.4;78;952
10100;09/01/2021;22;21;83;953
10100;09/01/2021;23;20.8;86;954.1
10100;10/01/2021;0;19.3;88;954.8
10100;10/01/2021;1;20.4;89;954.4
10100;10/01/2021;2;20.1;90;953.8
10100;10/01/2021;3;19;95;952.9
10100;10/01/2021;4;18.8;95;952.2
10100;10/01/2021;5;18.8;95;952
10100;10/01/2021;6;18.6;94;951.8
10100;10/01/2021;7;19.1;81;952.1
10100;10/01/2021;8;22.4;81;952.1
10100;10/01/2021;9;23.9;75;952.2
10100;10/01/2021;10;25.5;68;951.6
10100;10/01/2021;11;27.1;63;951.3
10100;10/01/2021;12;28.3;61;950.6
10100;10/01/2021;13;29.7;58;949.7
10100;10/01/2021;14;30.5;59;948.9
10100;10/01/2021;15;29.1;61;948.4
10100;10/01/2021;16;30.8;58;947.8
10100;10/01/2021;17;30.1;58;946.9
10100;10/01/2021;18;30.3;59;945.8
10100;10/01/2021;19;30.6;62;945.8
10100;10/01/2021;20;28.4;71;946.1
10100;10/01/2021;21;26.9;78;946.6
10100;10/01/2021;22;25.5;85;947.2
10100;10/01/2021;23;24.9;87;948.4
10100;11/01/2021;0;24.8;88;948.8
10100;11/01/2021;1;24.8;83;948.2
10100;11/01/2021;2;24.2;86;947.4
10100;11/01/2021;3;22.9;91;946.5
10100;11/01/2021;4;21.9;96;945.7
10100;11/01/2021;5;21.6;96;944.9
10100;11/01/2021;6;21.9;92;945.4
10100;11/01/2021;7;21.4;93;946.1
10100;11/01/2021;8;24.6;86;947.3
10100;11/01/2021;9;19.6;96;950.6
10100;11/01/2021;10;17.1;98;952.5
10100;11/01/2021;11;16.8;94;953.4
10100;11/01/2021;12;17.2;92;954.1
10100;11/01/2021;13;18;88;953.7
10100;11/01/2021;14;19.4;78;953.2
10100;11/01/2021;15;21;72;952.6
10100;11/01/2021;16;21.4;71;952.8
10100;11/01/2021;17;21.8;72;953.4
10100;11/01/2021;18;23.6;67;953.2
10100;11/01/2021;19;22;72;954.2
10100;11/01/2021;20;21.6;74;955.2
10100;11/01/2021;21;20.9;80;956.4
10100;11/01/2021;22;20.5;87;957.4
10100;11/01/2021;23;20.9;82;959
10100;12/01/2021;0;20.7;77;960
10100;12/01/2021;1;18.7;90;960.2
10100;12/01/2021;2;18.3;90;960.2
10100;12/01/2021;3;18.1;60;961
10100;12/01/2021;4;17.5;57;960.5
10100;12/01/2021;5;17.6;51;961.3
10100;12/01/2021;6;17.1;52;961.8
10100;12/01/2021;7;16.5;55;962.9
10100;12/01/2021;8;16.6;64;963.4
10100;12/01/2021;9;17.5;62;963.8
10100;12/01/2021;10;18.9;46;963.4
10100;12/01/2021;11;20.3;41;963
10100;12/01/2021;12;21.3;37;962.6
10100;12/01/2021;13;21.6;46;961.7
10100;12/01/2021;14;22.2;46;961.3
10100;12/01/2021;15;23.5;48;960.2
10100;12/01/2021;16;24.2;48;959.3
10100;12/01/2021;17;24.8;51;958.8
10100;12/01/2021;18;25;60;958
10100;12/01/2021;19;24.7;56;957.7
10100;12/01/2021;20;23.2;60;957.7
10100;12/01/2021;21;21.7;81;958.6
10100;12/01/2021;22;21.3;84;959.4
10100;12/01/2021;23;21.1;86;960.2
10100;13/01/2021;0;20.8;83;960.5
10100;13/01/2021;1;20.5;84;960.8
10100;13/01/2021;2;19.1;87;960.6
10100;13/01/2021;3;19.3;91;960.4
10100;13/01/2021;4;18.8;92;960.2
10100;13/01/2021;5;18.7;95;960.5
10100;13/01/2021;6;18.3;98;961
10100;13/01/2021;7;18.3;98;961.3
10100;13/01/2021;8;18.7;99;961.8
10100;13/01/2021;9;19.1;96;962.2
10100;13/01/2021;10;20.3;92;962.2
10100;13/01/2021;11;21.9;75;962.2
10100;13/01/2021;12;23;77;961.8
10100;13/01/2021;13;23.5;71;961.4
10100;13/01/2021;14;24.1;69;961
10100;13/01/2021;15;25;64;960.4
10100;13/01/2021;16;23.9;75;959.7
10100;13/01/2021;17;25.5;65;958.6
10100;13/01/2021;18;26;64;958.2
10100;13/01/2021;19;25.6;63;957.8
10100;13/01/2021;20;24.7;74;958.2
10100;13/01/2021;21;22.8;83;958.9
10100;13/01/2021;22;21.6;85;959.7
10100;13/01/2021;23;21.2;91;960
10100;14/01/2021;0;21.7;88;960.2
10100;14/01/2021;1;21.7;80;960.6
10100;14/01/2021;2;20.5;87;959.4
10100;14/01/2021;3;21.4;76;960.6
10100;14/01/2021;4;21.9;72;958.6
10100;14/01/2021;5;20.3;86;958.6
10100;14/01/2021;6;20.3;87;958.8
10100;14/01/2021;7;20.1;89;958.8
10100;14/01/2021;8;20.6;90;959
10100;14/01/2021;9;21.9;79;958.9
10100;14/01/2021;10;23.5;70;958.6
10100;14/01/2021;11;24.3;66;958.4
10100;14/01/2021;12;24.7;67;957.8
10100;14/01/2021;13;25.3;66;957.2
10100;14/01/2021;14;25.9;65;956.4
10100;14/01/2021;15;26.6;64;955.6
10100;14/01/2021;16;27.1;62;955
10100;14/01/2021;17;26.1;67;954.2
10100;14/01/2021;18;26.1;66;953.2
10100;14/01/2021;19;25.6;68;952.8
10100;14/01/2021;20;24.2;68;952.9
10100;14/01/2021;21;22;76;953.2
10100;14/01/2021;22;20.8;80;953.6
10100;14/01/2021;23;20.7;85;953.8
10100;15/01/2021;0;20.2;91;953.4
10100;15/01/2021;1;21;86;953.2
10100;15/01/2021;2;21.8;83;952.9
10100;15/01/2021;3;22;85;952.6
10100;15/01/2021;4;21.4;88;951.7
10100;15/01/2021;5;21.2;91;951
10100;15/01/2021;6;20.5;92;951
10100;15/01/2021;7;21;92;951.4
10100;15/01/2021;8;22.4;88;951.4
10100;15/01/2021;9;22.9;89;951.4
10100;15/01/2021;10;21.8;95;952
10100;15/01/2021;11;19.5;90;953.6
10100;15/01/2021;12;19;95;950.6
10100;15/01/2021;13;19.6;93;950.5
10100;15/01/2021;14;23.8;81;949.8
10100;15/01/2021;15;25.7;73;949.7
10100;15/01/2021;16;26.1;69;949.2
10100;15/01/2021;17;26.4;70;948.9
10100;15/01/2021;18;26.2;68;948.2
10100;15/01/2021;19;26.1;68;947.4
10100;15/01/2021;20;24.8;72;947.7
10100;15/01/2021;21;22.7;87;948.2
10100;15/01/2021;22;20.2;91;949
10100;15/01/2021;23;19.9;93;949.3
10100;16/01/2021;0;17.8;94;949.2
10100;16/01/2021;1;20;97;949.2
10100;16/01/2021;2;19.6;96;948.6
10100;16/01/2021;3;20.4;96;948.2
10100;16/01/2021;4;20;99;947.8
10100;16/01/2021;5;19.6;98;947.7
10100;16/01/2021;6;19.2;96;948.6
10100;16/01/2021;7;19.2;98;948.8
10100;16/01/2021;8;19.6;98;951.2
10100;16/01/2021;9;17.8;99;953.8
10100;16/01/2021;10;17.8;98;953.4
10100;16/01/2021;11;18;97;950.6
10100;16/01/2021;12;20.2;91;952.2
10100;16/01/2021;13;21.7;77;952.4
10100;16/01/2021;14;22.3;74;952.1
10100;16/01/2021;15;21.8;75;952.2
10100;16/01/2021;16;22.2;70;953
10100;16/01/2021;17;22;72;953
10100;16/01/2021;18;22.4;65;953.2
10100;16/01/2021;19;21.8;50;953.6
10100;16/01/2021;20;20.8;44;954
10100;16/01/2021;21;18.9;52;954.9
10100;16/01/2021;22;15.4;75;956.5
10100;16/01/2021;23;14.3;81;957.6
10100;17/01/2021;0;13.9;83;958.2
10100;17/01/2021;1;12.9;85;958.4
10100;17/01/2021;2;12;91;958.2
10100;17/01/2021;3;10.9;92;957.6
10100;17/01/2021;4;10.9;92;957.6
10100;17/01/2021;5;10.4;90;958
10100;17/01/2021;6;9.9;95;958.8
10100;17/01/2021;7;10.6;89;959.4
10100;17/01/2021;8;14.7;77;959.6
10100;17/01/2021;9;18.5;58;960
10100;17/01/2021;10;20.7;46;960.2
10100;17/01/2021;11;22.8;34;960.2
10100;17/01/2021;12;24.4;31;959.8
10100;17/01/2021;13;24.6;32;959
10100;17/01/2021;14;25.2;34;958.6
10100;17/01/2021;15;25.8;34;958
10100;17/01/2021;16;26;31;957.8
10100;17/01/2021;17;26.5;34;957.3
10100;17/01/2021;18;26.3;35;957
10100;17/01/2021;19;25.5;38;956.9
10100;17/01/2021;20;23.3;51;957.2
10100;17/01/2021;21;18.6;71;958.1
10100;17/01/2021;22;17;75;958.8
10100;17/01/2021;23;15.5;84;959.2
10100;18/01/2021;0;15.2;85;959.4
10100;18/01/2021;1;14.4;83;959.7
10100;18/01/2021;2;14.2;81;959
10100;18/01/2021;3;13.1;87;958.6
10100;18/01/2021;4;12.6;88;958.2
10100;18/01/2021;5;12.5;85;958.4
10100;18/01/2021;6;12.3;86;958.6
10100;18/01/2021;7;13.4;81;959.3
10100;18/01/2021;8;18.8;67;959.8
10100;18/01/2021;9;22;51;960.2
10100;18/01/2021;10;24.5;45;960.2
10100;18/01/2021;11;25.8;42;960.2
10100;18/01/2021;12;26.5;42;960
10100;18/01/2021;13;26.5;42;960
10100;18/01/2021;14;27.9;37;958.8
10100;18/01/2021;15;29;38;958
10100;18/01/2021;16;29.2;37;957.4
10100;18/01/2021;17;28.9;38;957
10100;18/01/2021;18;28.9;39;956.4
10100;18/01/2021;19;27.5;41;956.4
10100;18/01/2021;20;24.2;48;956.9
10100;18/01/2021;21;20.4;62;957.8
10100;18/01/2021;22;16.3;73;958.9
10100;18/01/2021;23;17.1;63;959.4
10100;19/01/2021;0;15.6;63;959.6
10100;19/01/2021;1;15.7;58;959.3
10100;19/01/2021;2;13.4;75;959
10100;19/01/2021;3;12.8;77;958.6
10100;19/01/2021;4;13.8;75;958.5
10100;19/01/2021;5;14;73;958.5
10100;19/01/2021;6;12.7;82;958.6
10100;19/01/2021;7;15.7;65;959
10100;19/01/2021;8;20.1;50;959.6
10100;19/01/2021;9;22.6;46;959.8
10100;19/01/2021;10;24.5;42;960.1
10100;19/01/2021;11;26.3;39;960.2
10100;19/01/2021;12;27.7;36;959.8
10100;19/01/2021;13;27.8;34;959.4
10100;19/01/2021;14;28.4;32;959
10100;19/01/2021;15;29.4;32;958.5
10100;19/01/2021;16;29.8;31;957.8
10100;19/01/2021;17;29.3;32;957.6
10100;19/01/2021;18;28.8;32;957.3
10100;19/01/2021;19;27.7;34;957.4
10100;19/01/2021;20;24.5;42;958
10100;19/01/2021;21;19.1;60;959
10100;19/01/2021;22;17.3;66;959.8
10100;19/01/2021;23;15.9;70;960.6
10100;20/01/2021;0;15.2;74;960.9
10100;20/01/2021;1;14.9;74;960.9
10100;20/01/2021;2;15.3;71;960.6
10100;20/01/2021;3;15.3;75;960.1
10100;20/01/2021;4;15.3;79;959.6
10100;20/01/2021;5;15;84;959.4
10100;20/01/2021;6;14.9;87;959.4
10100;20/01/2021;7;15;86;960.1
10100;20/01/2021;8;19.8;71;960.6
10100;20/01/2021;9;23.7;57;960.6
10100;20/01/2021;10;25.9;47;960.6
10100;20/01/2021;11;26.7;40;960.5
10100;20/01/2021;12;27.2;39;960.4
10100;20/01/2021;13;28.4;42;960
10100;20/01/2021;14;28.5;39;959.4
10100;20/01/2021;15;29.9;39;959
10100;20/01/2021;16;29.7;37;958.6
10100;20/01/2021;17;30.7;35;958.2
10100;20/01/2021;18;30;31;957.8
10100;20/01/2021;19;29.1;38;957.7
10100;20/01/2021;20;27.1;43;958
10100;20/01/2021;21;23.2;60;958.5
10100;20/01/2021;22;18.4;79;959.7
10100;20/01/2021;23;17.3;83;960.5
10100;21/01/2021;0;16.9;82;960.9
10100;21/01/2021;1;15.9;85;960.6
10100;21/01/2021;2;16.1;82;960.6
10100;21/01/2021;3;16;83;960
10100;21/01/2021;4;16.2;82;959.7
10100;21/01/2021;5;15.1;84;959.6
10100;21/01/2021;6;14.7;82;959.7
10100;21/01/2021;7;14.8;79;960.1
10100;21/01/2021;8;19;69;960.2
10100;21/01/2021;9;23.6;56;960.5
10100;21/01/2021;10;26;43;960.4
10100;21/01/2021;11;27.5;38;960.4
10100;21/01/2021;12;28.3;38;960.4
10100;21/01/2021;13;29;37;960.2
10100;21/01/2021;14;30.2;36;960
10100;21/01/2021;15;30.3;36;959.6
10100;21/01/2021;16;30.4;33;959.2
10100;21/01/2021;17;30.4;33;958.9
10100;21/01/2021;18;30.3;33;958.4
10100;21/01/2021;19;29.5;36;958.4
10100;21/01/2021;20;26.6;51;958.6
10100;21/01/2021;21;22.7;65;959.4
10100;21/01/2021;22;20.2;75;960.2
10100;21/01/2021;23;19.1;79;961
10100;22/01/2021;0;18.6;82;961.4
10100;22/01/2021;1;18.5;81;961.4
10100;22/01/2021;2;17.5;84;961
10100;22/01/2021;3;17.1;85;960.6
10100;22/01/2021;4;17.1;85;960.2
10100;22/01/2021;5;17.1;85;960.1
10100;22/01/2021;6;16.3;89;960.2
10100;22/01/2021;7;16.8;88;960.8
10100;22/01/2021;8;20.9;76;961
10100;22/01/2021;9;24.4;64;961.4
10100;22/01/2021;10;26.9;52;961.6
10100;22/01/2021;11;27.9;51;961.7
10100;22/01/2021;12;28.2;53;961.6
10100;22/01/2021;13;29.7;47;961.3
10100;22/01/2021;14;29.9;46;960.6
10100;22/01/2021;15;30.7;44;960.1
10100;22/01/2021;16;31.6;40;959.3
10100;22/01/2021;17;31.5;41;958.8
10100;22/01/2021;18;30.6;45;958.2
10100;22/01/2021;19;30;49;957.8
10100;22/01/2021;20;27.7;59;958.2
10100;22/01/2021;21;24.2;73;958.6
10100;22/01/2021;22;22.6;81;959.4
10100;22/01/2021;23;22.2;81;960.1
10100;23/01/2021;0;21.7;80;960.2
10100;23/01/2021;1;20.7;88;959.8
10100;23/01/2021;2;20.6;89;959.4
10100;23/01/2021;3;21.3;88;958.9
10100;23/01/2021;4;20.6;90;958.1
10100;23/01/2021;5;19.6;85;957.6
10100;23/01/2021;6;19.2;95;957.7
10100;23/01/2021;7;18.7;96;957.6
10100;23/01/2021;8;23.6;83;957.4
10100;23/01/2021;9;26.4;71;957.6
10100;23/01/2021;10;27.7;66;957.6
10100;23/01/2021;11;29;59;957.4
10100;23/01/2021;12;29.8;56;956.9
10100;23/01/2021;13;29.8;55;957.8
10100;23/01/2021;14;31.1;53;955.7
10100;23/01/2021;15;32;48;954.9
10100;23/01/2021;16;32.1;48;954.2
10100;23/01/2021;17;31.9;44;953.6
10100;23/01/2021;18;31;48;953
10100;23/01/2021;19;29.9;50;953
10100;23/01/2021;20;28.1;56;953.6
10100;23/01/2021;21;24.8;70;954.2
10100;23/01/2021;22;22.7;79;954.9
10100;23/01/2021;23;23.5;74;955.7
10100;24/01/2021;0;23.7;74;956.1
10100;24/01/2021;1;24.4;67;956.1
10100;24/01/2021;2;23.7;78;955.7
10100;24/01/2021;3;23.1;83;955
10100;24/01/2021;4;21.9;87;954.8
10100;24/01/2021;5;21.1;88;953.4
10100;24/01/2021;6;20.4;93;953.7
10100;24/01/2021;7;19.9;93;953.8
10100;24/01/2021;8;23.1;86;954.4
10100;24/01/2021;9;24.9;81;954.5
10100;24/01/2021;10;29.1;64;954.2
10100;24/01/2021;11;30.3;60;954.2
10100;24/01/2021;12;31.3;53;953.8
10100;24/01/2021;13;32.5;48;953.2
10100;24/01/2021;14;31.7;51;952.6
10100;24/01/2021;15;30.6;53;952.6
10100;24/01/2021;16;25.1;66;952.1
10100;24/01/2021;17;23.1;93;951.8
10100;24/01/2021;18;28.5;55;950.6
10100;24/01/2021;19;28.3;53;951.3
10100;24/01/2021;20;24.6;75;951.8
10100;24/01/2021;21;23.4;76;951.4
10100;24/01/2021;22;21.6;85;952.2
10100;24/01/2021;23;21.1;87;952.6
10100;25/01/2021;0;20.6;90;952.5
10100;25/01/2021;1;19.9;92;952.2
10100;25/01/2021;2;19.7;93;951.3
10100;25/01/2021;3;18.7;93;950.6
10100;25/01/2021;4;18.8;92;950.5
10100;25/01/2021;5;18.6;92;950.4
10100;25/01/2021;6;19.8;90;950.9
10100;25/01/2021;7;20.2;92;951.4
10100;25/01/2021;8;21.3;93;951.6
10100;25/01/2021;9;23.2;86;951.2
10100;25/01/2021;10;26;75;950.5
10100;25/01/2021;11;28.5;64;949.8
10100;25/01/2021;12;30.9;57;949.2
10100;25/01/2021;13;32.3;55;948.6
10100;25/01/2021;14;32.5;54;947.6
10100;25/01/2021;15;22.2;83;948
10100;25/01/2021;16;20.4;95;948.1
10100;25/01/2021;17;23.5;83;948.1
10100;25/01/2021;18;25;67;947
10100;25/01/2021;19;26.1;72;946.5
10100;25/01/2021;20;25.2;77;947.7
10100;25/01/2021;21;22.7;87;947.6
10100;25/01/2021;22;21.9;90;948.6
10100;25/01/2021;23;21.3;93;948.8
10100;26/01/2021;0;21.2;93;949
10100;26/01/2021;1;21.2;95;948.6
10100;26/01/2021;2;20.9;95;948.1
10100;26/01/2021;3;20.3;96;947.8
10100;26/01/2021;4;20.7;95;947
10100;26/01/2021;5;20.1;95;946.6
10100;26/01/2021;6;19.2;97;947.2
10100;26/01/2021;7;19.9;97;948.5
10100;26/01/2021;8;20.8;99;949.4
10100;26/01/2021;9;21.4;96;949.8
10100;26/01/2021;10;23.1;86;949.6
10100;26/01/2021;11;25.7;73;949.6
10100;26/01/2021;12;26.2;69;949
10100;26/01/2021;13;26.9;69;949.3
10100;26/01/2021;14;26.9;72;948.5
10100;26/01/2021;15;28.1;66;948.2
10100;26/01/2021;16;27.9;64;948
10100;26/01/2021;17;27.5;64;948.2
10100;26/01/2021;18;26.9;72;948.2
10100;26/01/2021;19;25.3;84;948.9
10100;26/01/2021;20;25.2;80;949
10100;26/01/2021;21;23.4;83;949.4
10100;26/01/2021;22;22.7;89;950.2
10100;26/01/2021;23;22.3;91;951
10100;27/01/2021;0;21.7;91;951.4
10100;27/01/2021;1;21.2;93;951.4
10100;27/01/2021;2;20.6;93;951.4
10100;27/01/2021;3;20.2;93;951.2
10100;27/01/2021;4;19.9;93;951.3
10100;27/01/2021;5;20.1;91;951.4
10100;27/01/2021;6;19.8;91;951.8
10100;27/01/2021;7;19.9;89;952.8
10100;27/01/2021;8;23.1;80;953.7
10100;27/01/2021;9;25.6;65;953.8
10100;27/01/2021;10;27.6;60;953.6
10100;27/01/2021;11;29;53;953.4
10100;27/01/2021;12;30.1;50;952.8
10100;27/01/2021;13;30.4;50;951.8
10100;27/01/2021;14;29.9;53;951.6
10100;27/01/2021;15;22.4;76;950.8
10100;27/01/2021;16;28.6;54;949.7
10100;27/01/2021;17;29.5;57;949.3
10100;27/01/2021;18;28.9;61;948.1
